Time (t) , Room temperature(T(t))
418.70, 10.1352
418.80, 10.1351
418.90, 10.1349
419.00, 10.1348
419.10, 10.1347
419.20, 10.1345
419.30, 10.1344
419.40, 10.1342
419.50, 10.1341
419.60, 10.1340
419.70, 10.1338
419.80, 10.1337
419.90, 10.1335
420.00, 10.1334
420.10, 10.1333
420.20, 10.1331
420.30, 10.1330
420.40, 10.1328
420.50, 10.1327
420.60, 10.1326
420.70, 10.1324
420.80, 10.1323
420.90, 10.1321
421.00, 10.1320
421.10, 10.1319
421.20, 10.1317
421.30, 10.1316
421.40, 10.1314
421.50, 10.1313
421.60, 10.1312
421.70, 10.1310
421.80, 10.1309
421.90, 10.1308
422.00, 10.1306
422.10, 10.1305
422.20, 10.1303
422.30, 10.1302
422.40, 10.1301
422.50, 10.1299
422.60, 10.1298
422.70, 10.1297
422.80, 10.1295
422.90, 10.1294
423.00, 10.1293
423.10, 10.1291
423.20, 10.1290
423.30, 10.1289
423.40, 10.1287
423.50, 10.1286
423.60, 10.1284
423.70, 10.1283
423.80, 10.1282
423.90, 10.1280
424.00, 10.1279
424.10, 10.1278
424.20, 10.1276
424.30, 10.1275
424.40, 10.1274
424.50, 10.1272
424.60, 10.1271
424.70, 10.1270
424.80, 10.1268
424.90, 10.1267
425.00, 10.1266
425.10, 10.1264
425.20, 10.1263
425.30, 10.1262
425.40, 10.1260
425.50, 10.1259
425.60, 10.1258
425.70, 10.1256
425.80, 10.1255
425.90, 10.1254
426.00, 10.1252
426.10, 10.1251
426.20, 10.1250
426.30, 10.1249
426.40, 10.1247
426.50, 10.1246
426.60, 10.1245
426.70, 10.1243
426.80, 10.1242
426.90, 10.1241
427.00, 10.1239
427.10, 10.1238
427.20, 10.1237
427.30, 10.1235
427.40, 10.1234
427.50, 10.1233
427.60, 10.1232
427.70, 10.1230
427.80, 10.1229
427.90, 10.1228
428.00, 10.1226
428.10, 10.1225
428.20, 10.1224
428.30, 10.1223
428.40, 10.1221
428.50, 10.1220
428.60, 10.1219
428.70, 10.1217
428.80, 10.1216
428.90, 10.1215
429.00, 10.1214
429.10, 10.1212
429.20, 10.1211
429.30, 10.1210
429.40, 10.1209
429.50, 10.1207
429.60, 10.1206
429.70, 10.1205
429.80, 10.1203
429.90, 10.1202
430.00, 10.1201
430.10, 10.1200
430.20, 10.1198
430.30, 10.1197
430.40, 10.1196
430.50, 10.1195
430.60, 10.1193
430.70, 10.1192
430.80, 10.1191
430.90, 10.1190
431.00, 10.1188
431.10, 10.1187
431.20, 10.1186
431.30, 10.1185
431.40, 10.1183
431.50, 10.1182
431.60, 10.1181
431.70, 10.1180
431.80, 10.1178
431.90, 10.1177
432.00, 10.1176
432.10, 10.1175
432.20, 10.1174
432.30, 10.1172
432.40, 10.1171
432.50, 10.1170
432.60, 10.1169
432.70, 10.1167
432.80, 10.1166
432.90, 10.1165
433.00, 10.1164
433.10, 10.1162
433.20, 10.1161
433.30, 10.1160
433.40, 10.1159
433.50, 10.1158
433.60, 10.1156
433.70, 10.1155
433.80, 10.1154
433.90, 10.1153
434.00, 10.1152
434.10, 10.1150
434.20, 10.1149
434.30, 10.1148
434.40, 10.1147
434.50, 10.1145
434.60, 10.1144
434.70, 10.1143
434.80, 10.1142
434.90, 10.1141
435.00, 10.1139
435.10, 10.1138
435.20, 10.1137
435.30, 10.1136
435.40, 10.1135
435.50, 10.1134
435.60, 10.1132
435.70, 10.1131
435.80, 10.1130
435.90, 10.1129
436.00, 10.1128
436.10, 10.1126
436.20, 10.1125
436.30, 10.1124
436.40, 10.1123
436.50, 10.1122
436.60, 10.1120
436.70, 10.1119
436.80, 10.1118
436.90, 10.1117
437.00, 10.1116
437.10, 10.1115
437.20, 10.1113
437.30, 10.1112
437.40, 10.1111
437.50, 10.1110
437.60, 10.1109
437.70, 10.1108
437.80, 10.1106
437.90, 10.1105
438.00, 10.1104
438.10, 10.1103
438.20, 10.1102
438.30, 10.1101
438.40, 10.1100
438.50, 10.1098
438.60, 10.1097
438.70, 10.1096
438.80, 10.1095
438.90, 10.1094
439.00, 10.1093
439.10, 10.1091
439.20, 10.1090
439.30, 10.1089
439.40, 10.1088
439.50, 10.1087
439.60, 10.1086
439.70, 10.1085
439.80, 10.1083
439.90, 10.1082
440.00, 10.1081
440.10, 10.1080
440.20, 10.1079
440.30, 10.1078
440.40, 10.1077
440.50, 10.1076
440.60, 10.1074
440.70, 10.1073
440.80, 10.1072
440.90, 10.1071
441.00, 10.1070
441.10, 10.1069
441.20, 10.1068
441.30, 10.1067
441.40, 10.1065
441.50, 10.1064
441.60, 10.1063
441.70, 10.1062
441.80, 10.1061
441.90, 10.1060
442.00, 10.1059
442.10, 10.1058
442.20, 10.1056
442.30, 10.1055
442.40, 10.1054
442.50, 10.1053
442.60, 10.1052
442.70, 10.1051
442.80, 10.1050
442.90, 10.1049
443.00, 10.1048
443.10, 10.1047
443.20, 10.1045
443.30, 10.1044
443.40, 10.1043
443.50, 10.1042
443.60, 10.1041
443.70, 10.1040
443.80, 10.1039
443.90, 10.1038
444.00, 10.1037
444.10, 10.1036
444.20, 10.1035
444.30, 10.1033
444.40, 10.1032
444.50, 10.1031
444.60, 10.1030
444.70, 10.1029
444.80, 10.1028
444.90, 10.1027
445.00, 10.1026
445.10, 10.1025
445.20, 10.1024
445.30, 10.1023
445.40, 10.1022
445.50, 10.1020
445.60, 10.1019
445.70, 10.1018
445.80, 10.1017
445.90, 10.1016
446.00, 10.1015
446.10, 10.1014
446.20, 10.1013
446.30, 10.1012
446.40, 10.1011
446.50, 10.1010
446.60, 10.1009
446.70, 10.1008
446.80, 10.1007
446.90, 10.1006
447.00, 10.1005
447.10, 10.1003
447.20, 10.1002
447.30, 10.1001
447.40, 10.1000
447.50, 10.0999
447.60, 10.0998
447.70, 10.0997
447.80, 10.0996
447.90, 10.0995
448.00, 10.0994
448.10, 10.0993
448.20, 10.0992
448.30, 10.0991
448.40, 10.0990
448.50, 10.0989
448.60, 10.0988
448.70, 10.0987
448.80, 10.0986
448.90, 10.0985
449.00, 10.0984
449.10, 10.0983
449.20, 10.0982
449.30, 10.0981
449.40, 10.0980
449.50, 10.0978
449.60, 10.0977
449.70, 10.0976
449.80, 10.0975
449.90, 10.0974
450.00, 10.0973
450.10, 10.0972
450.20, 10.0971
450.30, 10.0970
450.40, 10.0969
450.50, 10.0968
450.60, 10.0967
450.70, 10.0966
450.80, 10.0965
450.90, 10.0964
451.00, 10.0963
451.10, 10.0962
451.20, 10.0961
451.30, 10.0960
451.40, 10.0959
451.50, 10.0958
451.60, 10.0957
451.70, 10.0956
451.80, 10.0955
451.90, 10.0954
452.00, 10.0953
452.10, 10.0952
452.20, 10.0951
452.30, 10.0950
452.40, 10.0949
452.50, 10.0948
452.60, 10.0947
452.70, 10.0946
452.80, 10.0945
452.90, 10.0944
453.00, 10.0943
453.10, 10.0942
453.20, 10.0941
453.30, 10.0940
453.40, 10.0939
453.50, 10.0938
453.60, 10.0937
453.70, 10.0936
453.80, 10.0935
453.90, 10.0934
454.00, 10.0933
454.10, 10.0932
454.20, 10.0931
454.30, 10.0930
454.40, 10.0929
454.50, 10.0928
454.60, 10.0927
454.70, 10.0926
454.80, 10.0925
454.90, 10.0925
455.00, 10.0924
455.10, 10.0923
455.20, 10.0922
455.30, 10.0921
455.40, 10.0920
455.50, 10.0919
455.60, 10.0918
455.70, 10.0917
455.80, 10.0916
455.90, 10.0915
456.00, 10.0914
456.10, 10.0913
456.20, 10.0912
456.30, 10.0911
456.40, 10.0910
456.50, 10.0909
456.60, 10.0908
456.70, 10.0907
456.80, 10.0906
456.90, 10.0905
457.00, 10.0904
457.10, 10.0903
457.20, 10.0902
457.30, 10.0902
457.40, 10.0901
457.50, 10.0900
457.60, 10.0899
457.70, 10.0898
457.80, 10.0897
457.90, 10.0896
458.00, 10.0895
458.10, 10.0894
458.20, 10.0893
458.30, 10.0892
458.40, 10.0891
458.50, 10.0890
458.60, 10.0889
458.70, 10.0888
458.80, 10.0887
458.90, 10.0886
459.00, 10.0886
459.10, 10.0885
459.20, 10.0884
459.30, 10.0883
459.40, 10.0882
459.50, 10.0881
459.60, 10.0880
459.70, 10.0879
459.80, 10.0878
459.90, 10.0877
460.00, 10.0876
460.10, 10.0875
460.20, 10.0874
460.30, 10.0874
460.40, 10.0873
460.50, 10.0872
460.60, 10.0871
460.70, 10.0870
460.80, 10.0869
460.90, 10.0868
461.00, 10.0867
461.10, 10.0866
461.20, 10.0865
461.30, 10.0864
461.40, 10.0863
461.50, 10.0863
461.60, 10.0862
461.70, 10.0861
461.80, 10.0860
461.90, 10.0859
462.00, 10.0858
462.10, 10.0857
462.20, 10.0856
462.30, 10.0855
462.40, 10.0854
462.50, 10.0854
462.60, 10.0853
462.70, 10.0852
462.80, 10.0851
462.90, 10.0850
463.00, 10.0849
463.10, 10.0848
463.20, 10.0847
463.30, 10.0846
463.40, 10.0846
463.50, 10.0845
463.60, 10.0844
463.70, 10.0843
463.80, 10.0842
463.90, 10.0841
464.00, 10.0840
464.10, 10.0839
464.20, 10.0838
464.30, 10.0838
464.40, 10.0837
464.50, 10.0836
464.60, 10.0835
464.70, 10.0834
464.80, 10.0833
464.90, 10.0832
465.00, 10.0831
465.10, 10.0831
465.20, 10.0830
465.30, 10.0829
465.40, 10.0828
465.50, 10.0827
465.60, 10.0826
465.70, 10.0825
465.80, 10.0824
465.90, 10.0824
466.00, 10.0823
466.10, 10.0822
466.20, 10.0821
466.30, 10.0820
466.40, 10.0819
466.50, 10.0818
466.60, 10.0818
466.70, 10.0817
466.80, 10.0816
466.90, 10.0815
467.00, 10.0814
467.10, 10.0813
467.20, 10.0812
467.30, 10.0812
467.40, 10.0811
467.50, 10.0810
467.60, 10.0809
467.70, 10.0808
467.80, 10.0807
467.90, 10.0807
468.00, 10.0806
468.10, 10.0805
468.20, 10.0804
468.30, 10.0803
468.40, 10.0802
468.50, 10.0801
468.60, 10.0801
468.70, 10.0800
468.80, 10.0799
468.90, 10.0798
469.00, 10.0797
469.10, 10.0796
469.20, 10.0796
469.30, 10.0795
469.40, 10.0794
469.50, 10.0793
469.60, 10.0792
469.70, 10.0791
469.80, 10.0791
469.90, 10.0790
470.00, 10.0789
470.10, 10.0788
470.20, 10.0787
470.30, 10.0786
470.40, 10.0786
470.50, 10.0785
470.60, 10.0784
470.70, 10.0783
470.80, 10.0782
470.90, 10.0781
471.00, 10.0781
471.10, 10.0780
471.20, 10.0779
471.30, 10.0778
471.40, 10.0777
471.50, 10.0777
471.60, 10.0776
471.70, 10.0775
471.80, 10.0774
471.90, 10.0773
472.00, 10.0772
472.10, 10.0772
472.20, 10.0771
472.30, 10.0770
472.40, 10.0769
472.50, 10.0768
472.60, 10.0768
472.70, 10.0767
472.80, 10.0766
472.90, 10.0765
473.00, 10.0764
473.10, 10.0764
473.20, 10.0763
473.30, 10.0762
473.40, 10.0761
473.50, 10.0760
473.60, 10.0760
473.70, 10.0759
473.80, 10.0758
473.90, 10.0757
474.00, 10.0756
474.10, 10.0756
474.20, 10.0755
474.30, 10.0754
474.40, 10.0753
474.50, 10.0752
474.60, 10.0752
474.70, 10.0751
474.80, 10.0750
474.90, 10.0749
475.00, 10.0749
475.10, 10.0748
475.20, 10.0747
475.30, 10.0746
475.40, 10.0745
475.50, 10.0745
475.60, 10.0744
475.70, 10.0743
475.80, 10.0742
475.90, 10.0741
476.00, 10.0741
476.10, 10.0740
476.20, 10.0739
476.30, 10.0738
476.40, 10.0738
476.50, 10.0737
476.60, 10.0736
476.70, 10.0735
476.80, 10.0735
476.90, 10.0734
477.00, 10.0733
477.10, 10.0732
477.20, 10.0731
477.30, 10.0731
477.40, 10.0730
477.50, 10.0729
477.60, 10.0728
477.70, 10.0728
477.80, 10.0727
477.90, 10.0726
478.00, 10.0725
478.10, 10.0725
478.20, 10.0724
478.30, 10.0723
478.40, 10.0722
478.50, 10.0722
478.60, 10.0721
478.70, 10.0720
478.80, 10.0719
478.90, 10.0718
479.00, 10.0718
479.10, 10.0717
479.20, 10.0716
479.30, 10.0715
479.40, 10.0715
479.50, 10.0714
479.60, 10.0713
479.70, 10.0712
479.80, 10.0712
479.90, 10.0711
480.00, 10.0710
480.10, 10.0709
480.20, 10.0709
480.30, 10.0708
480.40, 10.0707
480.50, 10.0707
480.60, 10.0706
480.70, 10.0705
480.80, 10.0704
480.90, 10.0704
481.00, 10.0703
481.10, 10.0702
481.20, 10.0701
481.30, 10.0701
481.40, 10.0700
481.50, 10.0699
481.60, 10.0698
481.70, 10.0698
481.80, 10.0697
481.90, 10.0696
482.00, 10.0695
482.10, 10.0695
482.20, 10.0694
482.30, 10.0693
482.40, 10.0693
482.50, 10.0692
482.60, 10.0691
482.70, 10.0690
482.80, 10.0690
482.90, 10.0689
483.00, 10.0688
483.10, 10.0687
483.20, 10.0687
483.30, 10.0686
483.40, 10.0685
483.50, 10.0685
483.60, 10.0684
483.70, 10.0683
483.80, 10.0682
483.90, 10.0682
484.00, 10.0681
484.10, 10.0680
484.20, 10.0680
484.30, 10.0679
484.40, 10.0678
484.50, 10.0677
484.60, 10.0677
484.70, 10.0676
484.80, 10.0675
484.90, 10.0675
485.00, 10.0674
485.10, 10.0673
485.20, 10.0672
485.30, 10.0672
485.40, 10.0671
485.50, 10.0670
485.60, 10.0670
485.70, 10.0669
485.80, 10.0668
485.90, 10.0668
486.00, 10.0667
486.10, 10.0666
486.20, 10.0665
486.30, 10.0665
486.40, 10.0664
486.50, 10.0663
486.60, 10.0663
486.70, 10.0662
486.80, 10.0661
486.90, 10.0661
487.00, 10.0660
487.10, 10.0659
487.20, 10.0658
487.30, 10.0658
487.40, 10.0657
487.50, 10.0656
487.60, 10.0656
487.70, 10.0655
487.80, 10.0654
487.90, 10.0654
488.00, 10.0653
488.10, 10.0652
488.20, 10.0652
488.30, 10.0651
488.40, 10.0650
488.50, 10.0650
488.60, 10.0649
488.70, 10.0648
488.80, 10.0648
488.90, 10.0647
489.00, 10.0646
489.10, 10.0645
489.20, 10.0645
489.30, 10.0644
489.40, 10.0643
489.50, 10.0643
489.60, 10.0642
489.70, 10.0641
489.80, 10.0641
489.90, 10.0640
490.00, 10.0639
490.10, 10.0639
490.20, 10.0638
490.30, 10.0637
490.40, 10.0637
490.50, 10.0636
490.60, 10.0635
490.70, 10.0635
490.80, 10.0634
490.90, 10.0633
491.00, 10.0633
491.10, 10.0632
491.20, 10.0631
491.30, 10.0631
491.40, 10.0630
491.50, 10.0629
491.60, 10.0629
491.70, 10.0628
491.80, 10.0627
491.90, 10.0627
492.00, 10.0626
492.10, 10.0625
492.20, 10.0625
492.30, 10.0624
492.40, 10.0623
492.50, 10.0623
492.60, 10.0622
492.70, 10.0622
492.80, 10.0621
492.90, 10.0620
493.00, 10.0620
493.10, 10.0619
493.20, 10.0618
493.30, 10.0618
493.40, 10.0617
493.50, 10.0616
493.60, 10.0616
493.70, 10.0615
493.80, 10.0614
493.90, 10.0614
494.00, 10.0613
494.10, 10.0612
494.20, 10.0612
494.30, 10.0611
494.40, 10.0611
494.50, 10.0610
494.60, 10.0609
494.70, 10.0609
494.80, 10.0608
494.90, 10.0607
495.00, 10.0607
495.10, 10.0606
495.20, 10.0605
495.30, 10.0605
495.40, 10.0604
495.50, 10.0604
495.60, 10.0603
495.70, 10.0602
495.80, 10.0602
495.90, 10.0601
496.00, 10.0600
496.10, 10.0600
496.20, 10.0599
496.30, 10.0598
496.40, 10.0598
496.50, 10.0597
496.60, 10.0597
496.70, 10.0596
496.80, 10.0595
496.90, 10.0595
497.00, 10.0594
497.10, 10.0593
497.20, 10.0593
497.30, 10.0592
497.40, 10.0592
497.50, 10.0591
497.60, 10.0590
497.70, 10.0590
497.80, 10.0589
497.90, 10.0588
498.00, 10.0588
498.10, 10.0587
498.20, 10.0587
498.30, 10.0586
498.40, 10.0585
498.50, 10.0585
498.60, 10.0584
498.70, 10.0584
498.80, 10.0583
498.90, 10.0582
499.00, 10.0582
499.10, 10.0581
499.20, 10.0580
499.30, 10.0580
499.40, 10.0579
499.50, 10.0579
499.60, 10.0578
499.70, 10.0577
499.80, 10.0577
499.90, 10.0576
500.00, 10.0576
500.10, 10.0575
500.20, 10.0574
500.30, 10.0574
500.40, 10.0573
500.50, 10.0573
500.60, 10.0572
500.70, 10.0571
500.80, 10.0571
500.90, 10.0570
501.00, 10.0570
501.10, 10.0569
501.20, 10.0568
501.30, 10.0568
501.40, 10.0567
501.50, 10.0567
501.60, 10.0566
501.70, 10.0565
501.80, 10.0565
501.90, 10.0564
502.00, 10.0564
502.10, 10.0563
502.20, 10.0562
502.30, 10.0562
502.40, 10.0561
502.50, 10.0561
502.60, 10.0560
502.70, 10.0560
502.80, 10.0559
502.90, 10.0558
503.00, 10.0558
503.10, 10.0557
503.20, 10.0557
503.30, 10.0556
503.40, 10.0555
503.50, 10.0555
503.60, 10.0554
503.70, 10.0554
503.80, 10.0553
503.90, 10.0553
504.00, 10.0552
504.10, 10.0551
504.20, 10.0551
504.30, 10.0550
504.40, 10.0550
504.50, 10.0549
504.60, 10.0548
504.70, 10.0548
504.80, 10.0547
504.90, 10.0547
505.00, 10.0546
505.10, 10.0546
505.20, 10.0545
505.30, 10.0544
505.40, 10.0544
505.50, 10.0543
505.60, 10.0543
505.70, 10.0542
505.80, 10.0542
505.90, 10.0541
506.00, 10.0540
506.10, 10.0540
506.20, 10.0539
506.30, 10.0539
506.40, 10.0538
506.50, 10.0538
506.60, 10.0537
506.70, 10.0537
506.80, 10.0536
506.90, 10.0535
507.00, 10.0535
507.10, 10.0534
507.20, 10.0534
507.30, 10.0533
507.40, 10.0533
507.50, 10.0532
507.60, 10.0531
507.70, 10.0531
507.80, 10.0530
507.90, 10.0530
508.00, 10.0529
508.10, 10.0529
508.20, 10.0528
508.30, 10.0528
508.40, 10.0527
508.50, 10.0526
508.60, 10.0526
508.70, 10.0525
508.80, 10.0525
508.90, 10.0524
509.00, 10.0524
509.10, 10.0523
509.20, 10.0523
509.30, 10.0522
509.40, 10.0522
509.50, 10.0521
509.60, 10.0520
509.70, 10.0520
509.80, 10.0519
509.90, 10.0519
510.00, 10.0518
510.10, 10.0518
510.20, 10.0517
510.30, 10.0517
510.40, 10.0516
510.50, 10.0516
510.60, 10.0515
510.70, 10.0514
510.80, 10.0514
510.90, 10.0513
511.00, 10.0513
511.10, 10.0512
511.20, 10.0512
511.30, 10.0511
511.40, 10.0511
511.50, 10.0510
511.60, 10.0510
511.70, 10.0509
511.80, 10.0509
511.90, 10.0508
512.00, 10.0507
512.10, 10.0507
512.20, 10.0506
512.30, 10.0506
512.40, 10.0505
512.50, 10.0505
512.60, 10.0504
512.70, 10.0504
512.80, 10.0503
512.90, 10.0503
513.00, 10.0502
513.10, 10.0502
513.20, 10.0501
513.30, 10.0501
513.40, 10.0500
513.50, 10.0500
513.60, 10.0499
513.70, 10.0498
513.80, 10.0498
513.90, 10.0497
514.00, 10.0497
514.10, 10.0496
514.20, 10.0496
514.30, 10.0495
514.40, 10.0495
514.50, 10.0494
514.60, 10.0494
514.70, 10.0493
514.80, 10.0493
514.90, 10.0492
515.00, 10.0492
515.10, 10.0491
515.20, 10.0491
515.30, 10.0490
515.40, 10.0490
515.50, 10.0489
515.60, 10.0489
515.70, 10.0488
515.80, 10.0488
515.90, 10.0487
516.00, 10.0487
516.10, 10.0486
516.20, 10.0486
516.30, 10.0485
516.40, 10.0485
516.50, 10.0484
516.60, 10.0484
516.70, 10.0483
516.80, 10.0483
516.90, 10.0482
517.00, 10.0481
517.10, 10.0481
517.20, 10.0480
517.30, 10.0480
517.40, 10.0479
517.50, 10.0479
517.60, 10.0478
517.70, 10.0478
517.80, 10.0477
517.90, 10.0477
518.00, 10.0476
518.10, 10.0476
518.20, 10.0475
518.30, 10.0475
518.40, 10.0474
518.50, 10.0474
518.60, 10.0473
518.70, 10.0473
518.80, 10.0472
518.90, 10.0472
519.00, 10.0471
519.10, 10.0471
519.20, 10.0470
519.30, 10.0470
519.40, 10.0470
519.50, 10.0469
519.60, 10.0469
519.70, 10.0468
519.80, 10.0468
519.90, 10.0467
520.00, 10.0467
520.10, 10.0466
520.20, 10.0466
520.30, 10.0465
520.40, 10.0465
520.50, 10.0464
520.60, 10.0464
520.70, 10.0463
520.80, 10.0463
520.90, 10.0462
521.00, 10.0462
521.10, 10.0461
521.20, 10.0461
521.30, 10.0460
521.40, 10.0460
521.50, 10.0459
521.60, 10.0459
521.70, 10.0458
521.80, 10.0458
521.90, 10.0457
522.00, 10.0457
522.10, 10.0456
522.20, 10.0456
522.30, 10.0455
522.40, 10.0455
522.50, 10.0454
522.60, 10.0454
522.70, 10.0454
522.80, 10.0453
522.90, 10.0453
523.00, 10.0452
523.10, 10.0452
523.20, 10.0451
523.30, 10.0451
523.40, 10.0450
523.50, 10.0450
523.60, 10.0449
523.70, 10.0449
523.80, 10.0448
523.90, 10.0448
524.00, 10.0447
524.10, 10.0447
524.20, 10.0446
524.30, 10.0446
524.40, 10.0445
524.50, 10.0445
524.60, 10.0445
524.70, 10.0444
524.80, 10.0444
524.90, 10.0443
525.00, 10.0443
525.10, 10.0442
525.20, 10.0442
525.30, 10.0441
525.40, 10.0441
525.50, 10.0440
525.60, 10.0440
525.70, 10.0439
525.80, 10.0439
525.90, 10.0439
526.00, 10.0438
526.10, 10.0438
526.20, 10.0437
526.30, 10.0437
526.40, 10.0436
526.50, 10.0436
526.60, 10.0435
526.70, 10.0435
526.80, 10.0434
526.90, 10.0434
527.00, 10.0433
527.10, 10.0433
527.20, 10.0433
527.30, 10.0432
527.40, 10.0432
527.50, 10.0431
527.60, 10.0431
527.70, 10.0430
527.80, 10.0430
527.90, 10.0429
528.00, 10.0429
528.10, 10.0428
528.20, 10.0428
528.30, 10.0428
528.40, 10.0427
528.50, 10.0427
528.60, 10.0426
528.70, 10.0426
528.80, 10.0425
528.90, 10.0425
529.00, 10.0424
529.10, 10.0424
529.20, 10.0424
529.30, 10.0423
529.40, 10.0423
529.50, 10.0422
529.60, 10.0422
529.70, 10.0421
529.80, 10.0421
529.90, 10.0420
530.00, 10.0420
530.10, 10.0420
530.20, 10.0419
530.30, 10.0419
530.40, 10.0418
530.50, 10.0418
530.60, 10.0417
530.70, 10.0417
530.80, 10.0417
530.90, 10.0416
531.00, 10.0416
531.10, 10.0415
531.20, 10.0415
531.30, 10.0414
531.40, 10.0414
531.50, 10.0413
531.60, 10.0413
531.70, 10.0413
531.80, 10.0412
531.90, 10.0412
532.00, 10.0411
532.10, 10.0411
532.20, 10.0410
532.30, 10.0410
532.40, 10.0410
532.50, 10.0409
532.60, 10.0409
532.70, 10.0408
532.80, 10.0408
532.90, 10.0407
533.00, 10.0407
533.10, 10.0407
533.20, 10.0406
533.30, 10.0406
533.40, 10.0405
533.50, 10.0405
533.60, 10.0404
533.70, 10.0404
533.80, 10.0404
533.90, 10.0403
534.00, 10.0403
534.10, 10.0402
534.20, 10.0402
534.30, 10.0401
534.40, 10.0401
534.50, 10.0401
534.60, 10.0400
534.70, 10.0400
534.80, 10.0399
534.90, 10.0399
535.00, 10.0399
535.10, 10.0398
535.20, 10.0398
535.30, 10.0397
535.40, 10.0397
535.50, 10.0396
535.60, 10.0396
535.70, 10.0396
535.80, 10.0395
535.90, 10.0395
536.00, 10.0394
536.10, 10.0394
536.20, 10.0394
536.30, 10.0393
536.40, 10.0393
536.50, 10.0392
536.60, 10.0392
536.70, 10.0391
536.80, 10.0391
536.90, 10.0391
537.00, 10.0390
537.10, 10.0390
537.20, 10.0389
537.30, 10.0389
537.40, 10.0389
537.50, 10.0388
537.60, 10.0388
537.70, 10.0387
537.80, 10.0387
537.90, 10.0387
538.00, 10.0386
538.10, 10.0386
538.20, 10.0385
538.30, 10.0385
538.40, 10.0385
538.50, 10.0384
538.60, 10.0384
538.70, 10.0383
538.80, 10.0383
538.90, 10.0383
539.00, 10.0382
539.10, 10.0382
539.20, 10.0381
539.30, 10.0381
539.40, 10.0381
539.50, 10.0380
539.60, 10.0380
539.70, 10.0379
539.80, 10.0379
539.90, 10.0379
540.00, 10.0378
540.10, 10.0378
540.20, 10.0377
540.30, 10.0377
540.40, 10.0377
540.50, 10.0376
540.60, 10.0376
540.70, 10.0375
540.80, 10.0375
540.90, 10.0375
541.00, 10.0374
541.10, 10.0374
541.20, 10.0373
541.30, 10.0373
541.40, 10.0373
541.50, 10.0372
541.60, 10.0372
541.70, 10.0371
541.80, 10.0371
541.90, 10.0371
542.00, 10.0370
542.10, 10.0370
542.20, 10.0369
542.30, 10.0369
542.40, 10.0369
542.50, 10.0368
542.60, 10.0368
542.70, 10.0368
542.80, 10.0367
542.90, 10.0367
543.00, 10.0366
543.10, 10.0366
543.20, 10.0366
543.30, 10.0365
543.40, 10.0365
543.50, 10.0364
543.60, 10.0364
543.70, 10.0364
543.80, 10.0363
543.90, 10.0363
544.00, 10.0363
544.10, 10.0362
544.20, 10.0362
544.30, 10.0361
544.40, 10.0361
544.50, 10.0361
544.60, 10.0360
544.70, 10.0360
544.80, 10.0360
544.90, 10.0359
545.00, 10.0359
545.10, 10.0358
545.20, 10.0358
545.30, 10.0358
545.40, 10.0357
545.50, 10.0357
545.60, 10.0357
545.70, 10.0356
545.80, 10.0356
545.90, 10.0355
546.00, 10.0355
546.10, 10.0355
546.20, 10.0354
546.30, 10.0354
546.40, 10.0354
546.50, 10.0353
546.60, 10.0353
546.70, 10.0352
546.80, 10.0352
546.90, 10.0352
547.00, 10.0351
547.10, 10.0351
547.20, 10.0351
547.30, 10.0350
547.40, 10.0350
547.50, 10.0349
547.60, 10.0349
547.70, 10.0349
547.80, 10.0348
547.90, 10.0348
548.00, 10.0348
548.10, 10.0347
548.20, 10.0347
548.30, 10.0347
548.40, 10.0346
548.50, 10.0346
548.60, 10.0345
548.70, 10.0345
548.80, 10.0345
548.90, 10.0344
549.00, 10.0344
549.10, 10.0344
549.20, 10.0343
549.30, 10.0343
549.40, 10.0343
549.50, 10.0342
549.60, 10.0342
549.70, 10.0342
549.80, 10.0341
549.90, 10.0341
550.00, 10.0340
550.10, 10.0340
550.20, 10.0340
550.30, 10.0339
550.40, 10.0339
550.50, 10.0339
550.60, 10.0338
550.70, 10.0338
550.80, 10.0338
550.90, 10.0337
551.00, 10.0337
551.10, 10.0337
551.20, 10.0336
551.30, 10.0336
551.40, 10.0335
551.50, 10.0335
551.60, 10.0335
551.70, 10.0334
551.80, 10.0334
551.90, 10.0334
552.00, 10.0333
552.10, 10.0333
552.20, 10.0333
552.30, 10.0332
552.40, 10.0332
552.50, 10.0332
552.60, 10.0331
552.70, 10.0331
552.80, 10.0331
552.90, 10.0330
553.00, 10.0330
553.10, 10.0330
553.20, 10.0329
553.30, 10.0329
553.40, 10.0328
553.50, 10.0328
553.60, 10.0328
553.70, 10.0327
553.80, 10.0327
553.90, 10.0327
554.00, 10.0326
554.10, 10.0326
554.20, 10.0326
554.30, 10.0325
554.40, 10.0325
554.50, 10.0325
554.60, 10.0324
554.70, 10.0324
554.80, 10.0324
554.90, 10.0323
555.00, 10.0323
555.10, 10.0323
555.20, 10.0322
555.30, 10.0322
555.40, 10.0322
555.50, 10.0321
555.60, 10.0321
555.70, 10.0321
555.80, 10.0320
555.90, 10.0320
556.00, 10.0320
556.10, 10.0319
556.20, 10.0319
556.30, 10.0319
556.40, 10.0318
556.50, 10.0318
556.60, 10.0318
556.70, 10.0317
556.80, 10.0317
556.90, 10.0317
557.00, 10.0316
557.10, 10.0316
557.20, 10.0316
557.30, 10.0315
557.40, 10.0315
557.50, 10.0315
557.60, 10.0314
557.70, 10.0314
557.80, 10.0314
557.90, 10.0313
558.00, 10.0313
558.10, 10.0313
558.20, 10.0312
558.30, 10.0312
558.40, 10.0312
